AnoMes,qtdCartoesEmitidos,qtdCartoesAtivos,qtdTransacoesNacionais,valorTransacoesNacionais,qtdTransacoesInternacionais,valorTransacoesInternacionais
2015-04,1643238,1012852,29932818,25491955937.0,1930,44516478.0
2015-04,7402216,3518522,66726219,438743334611.0,0,0.0
2015-04,224336,116516,1763579,18488620677.0,6723,305773173.0
2016-01,1546724,441627,2973581,18646075053.0,88961,253059145.0
2016-01,487861,244643,3459898,108735936402.0,228683,15084802288.0
2016-01,27161,13801,582923,15891167001.0,65908,434294827.0
2016-01,8,7,46,546775.0,0,0.0
2016-01,195658,19963,296720,4128382867.0,0,0.0
2016-01,111205206,36270247,645932982,3895938013676.0,97556,242219942.0
2016-01,224516,116285,1659013,16765491177.0,6177,298534503.0
2016-01,656864,487961,33096496,56150755124.0,1188493,4781030188.0
2016-01,643033,185145,1522094,14606132619.0,0,0.0
2016-01,7151807,3454173,60443408,390187249052.0,0,0.0
2016-01,27052,8072,109870,697702243.0,6,19862.0
2016-01,1059606,617921,8964977,110954742729.0,160129,3221508047.0
2016-01,111223765,32113886,555695256,3551204227312.0,119279,1819559112.0
2016-01,6006672,1333240,10136463,100505979179.0,2142,7442515.0
2016-01,308853,174262,4036849,41535873559.0,866,21914638.0
2016-01,3278573,1369658,27709133,228434390335.0,0,0.0
2016-01,1468824,824183,20246372,155753272649.0,959,14402107.0
2016-01,294674,171127,978148,11688253432.0,7845,47948712.0
2016-01,5281607,3468230,100027518,1381300464509.0,2343221,54394363279.0
2016-01,226584,141338,1204181,8324533072.0,0,0.0
2016-01,13032,8927,10427,17529111493.0,0,0.0
2016-01,47969,24928,893854,35177643676.0,55875,4418134687.0
2016-01,1532906,774105,12783032,278590834062.0,453594,1927250895.0
2016-01,16,0,420,1554123.0,0,0.0
2016-01,10344454,7053011,81742380,739056913217.0,8425,45881242.0
2016-01,571044,439730,24165738,463409020647.0,1149369,55266976921.0
2016-01,255383,224578,4028924,65396144998.0,65556,2185759789.0
2016-01,1862609,688849,12309612,7822762629.0,11,200321.0
2016-01,34975,14489,233283,3909769563.0,837,192366681.0
2016-01,6602117,4862985,120609294,1485670270802.0,2392448,50866104467.0
2016-01,1725,1045,40736,1091831831.0,3247,253658167.0
2016-01,45366,10844,244725,1475119711.0,65,1879331.0
2016-01,6351619,1824328,19438132,110946390721.0,0,0.0
2016-01,3048676,523422,6183282,68927215551.0,40461,396912462.0
2016-01,29106604,4465548,87375798,45354926270.0,0,0.0
2016-01,39676261,13569281,133566608,75271585556.0,0,0.0
2016-01,1212400,748460,20557343,207716440219.0,513658,14806881492.0
2016-01,81819,26245,841125,20851925341.0,28149,2280422643.0
2016-01,15629,9414,5445,8922500009.0,0,0.0
2016-01,719554,301690,6769113,51294533272.0,1241,37245445.0
2016-01,12064016,7776732,126912146,1247507412492.0,1352118,13475964209.0
2016-01,13182682,8373427,122258515,969742381307.0,261912,1259405355.0
2016-01,391350,189895,1444,76714177.0,0,0.0
2016-01,1656652,1024820,28304172,23473540117.0,2895,56188229.0
2016-01,183669,138905,5948038,9615503915.0,239579,7084040993.0
2016-01,158305,88465,2001328,114582072474.0,216825,20571639423.0
2016-01,5564671,3820878,140424172,1794021159435.0,3110075,72392250195.0
2016-01,875442,459679,7513531,170237788695.0,229701,1157283946.0
2016-01,1417296,653063,11903149,148400649244.0,164,3856311.0
2016-01,60046,52161,49099,1701391154.0,0,0.0
2016-01,2808173,1844838,13820300,132463612964.0,105249,1117451945.0
2016-01,1053755,497528,9499228,75540818251.0,6639,223682271.0
2016-01,285524,198783,7790847,132691110376.0,294601,9148112251.0
2016-01,563351,346188,13920091,224514610597.0,860895,46142940008.0
2016-01,544170,352097,5454672,71479396746.0,126989,2718737496.0
2016-01,7359803,4441523,52569959,655903796642.0,0,0.0
2016-01,8928233,3539071,37961506,361095760597.0,12212,143961721.0
2016-01,16631530,3759654,33294044,339092478859.0,707,3038331.0
2016-01,936521,224442,104913,7598046453.0,0,0.0
2016-01,44153,16643,215980,1330273564.0,0,0.0
2016-01,5337798,1953370,18769025,126205551091.0,2,204525.0
2016-01,8038,3294,72737,826186444.0,2267,46521472.0
2016-01,30962,8678,50645,834508309.0,793,8128974.0
2016-01,9654129,6423947,124208980,1464188574924.0,1932051,37583493214.0
2016-01,391314,110233,1715368,23241356451.0,329,17571879.0
2016-01,294585,104850,1272506,24872378654.0,1,250294.0
2016-01,339012,182725,2654939,29798626947.0,130,6207450.0
2016-01,2783641,1727365,16959394,17000865872.0,133677,1500258843.0
2016-01,612450,217221,2469571,30643882842.0,0,0.0
2016-01,10458,10458,14791,99750022.0,9,56429.0
2016-01,9812685,5398443,26434621,296240716983.0,1,1.0
2016-01,2343601,1541024,11909345,119874328468.0,102752,740330171.0
2016-01,21503,13267,191997,1583807845.0,0,0.0
2016-01,76561,31001,112819,977499627.0,5,40327.0
2016-01,7020388,3492324,39770283,414475479965.0,79,199038.0
2016-01,13915716,7112160,142976164,1300292751057.0,1868816,20300259235.0
2016-01,11408,7812,95999,865601893.0,20,166014.0
2016-01,174695,89744,87838,10100879293.0,120,10964984.0
2016-02,557797,356142,5561085,72294593001.0,129700,254983597.0
2016-02,5417841,2023379,22416204,151545477891.0,163,1712214.0
2016-02,16290,10090,6105,995401950.0,0,0.0
2016-02,7586,3005,68226,757121323.0,1716,30330549.0
2016-02,3258368,1376009,27766892,232381786817.0,0,0.0
2016-02,31197920,4670030,90185589,464893005171.0,0,0.0
2016-02,62644,55026,54522,913099654.0,0,0.0
2016-02,40550299,14212768,132463683,750411859569.0,0,0.0
2016-02,8752696,5285091,24545125,27550253925.0,1,1.0
2016-02,967750,207742,94356,676989710.0,0,0.0
2016-02,678874,292098,6504084,48216933705.0,1187,29479055.0
2016-02,28270,13933,635290,17752571565.0,58613,3460429777.0
2016-02,13751901,6953083,147721118,1312913791684.0,1893865,20440504581.0
2016-02,26068,7554,46038,7556569877.0,956,78633293.0
2016-02,1769084,671325,11861529,73900850534.0,16,453061.0
2016-02,1520073,764067,13091740,284627084921.0,422042,16830316966.0
2016-02,1089944,519614,9836078,75688697736.0,5982,199507098.0
2016-02,594310,458111,26578493,50996386957.0,1283152,54811867513.0
2016-02,3050856,507039,6453781,71234763143.0,39995,380533231.0
2016-02,5904,658,3255,4679840.0,104,101050.0
2016-02,25870,7237,97779,616047592.0,0,0.0
2016-02,239608,139996,1308495,910895370.0,0,0.0
2016-02,49596,9968,8634,14355459453.0,0,0.0
2016-02,2816866,1729433,18295343,181839863445.0,142637,1518425647.0
2016-02,6620029,3387166,41620566,433516560554.0,96,122213.0
2016-02,353652,146871,1450,7597550.0,0,0.0
2016-02,286240,198718,8212409,137049187711.0,313030,8740985103.0
2016-02,1416373,810703,19456061,146112543437.0,586,10063153.0
2016-02,5366454,3555953,109219980,1465542041781.0,2641875,56977812128.0
2016-02,552029,339081,13900456,219092325484.0,763106,37040039929.0
2016-02,1724413,1076578,29264120,235415055606.0,1763,30510758.0
2016-02,16,0,389,1319057.0,0,0.0
2016-02,368431,106553,1661920,21902194172.0,311,18723696.0
2016-02,43614,15333,196774,1212430338.0,0,0.0
2016-02,7113397,4274456,54250505,668947332102.0,0,0.0
2016-02,50790,27366,1081074,4002042422.0,72258,5398773662.0
2016-02,9007992,3472951,39960227,374304623581.0,14734,154752098.0
2016-02,6096,482,270,113290.0,13,13260.0
2016-02,295968,170641,1033521,11371531436.0,8823,53994691.0
2016-02,996290,595882,9364515,113555682788.0,164496,2963795597.0
2016-02,6926714,3374841,57694937,36439727109.0,18,125214.0
2016-02,87096,87096,99003,698500445.0,3,25038.0
2016-02,5526228,3809022,145511286,1816680856415.0,3357356,73001969175.0
2016-02,658027,485722,33654320,557443656876.0,1219475,43163882192.0
2016-02,12897868,8042139,123994275,96662984708.0,273589,125080910.0
2016-02,16733436,3629366,35145377,347779203016.0,1206,424511.0
2016-02,1127562,712023,19803470,194994181504.0,466527,12428065311.0
2016-02,112589039,36681498,654745689,3867715149221.0,96228,2171847778.0
2016-02,1579903,455979,3032269,1838681365.0,108638,287128911.0
2016-02,312483,176860,4055912,41088778539.0,465,10679685.0
2016-02,9787511,6552726,136458991,1563354097186.0,2128403,38712805058.0
2016-02,11923509,7722845,133971005,1284107798072.0,1416355,13846346102.0
2016-02,239919,43167,738336,9746008998.0,0,0.0
2016-02,153567,87692,2491918,136969799327.0,249476,21448864978.0
2016-02,8116608,2416569,26455473,152549757266.0,0,0.0
2016-02,151127,77081,69656,73516880177.0,79,3225872.0
2016-02,6334028,4730925,124812253,1511790950136.0,2484325,50035185426.0
2016-02,320366,170830,2693627,1993773610.0,172,35006263.0
2016-02,329379,117842,1555875,2982178607.0,0,0.0
2016-02,222419,116047,1681266,16494642327.0,5077,239911099.0
2016-02,20089,12736,197408,159384736.0,0,0.0
2016-02,2360187,1655333,12958017,127841096708.0,110505,755290456.0
2016-02,1646,975,40106,1065160826.0,2667,149569398.0
2016-02,10267438,7043426,86044085,766349816973.0,17689,85095069.0
2016-02,846011,459247,7869888,17814438577.0,242424,10766959088.0
2016-02,107791771,33077397,529321365,3385118242671.0,118918,167419487.0
2016-02,6044111,1318797,10527913,103266054045.0,2366,7301315.0
2016-02,654404,184876,1636525,15266673366.0,0,0.0
2016-02,76382,24613,829881,20667731891.0,26580,2065476827.0
2016-02,239818,213682,4046743,64697301653.0,45758,1702369578.0
2016-02,44801,10221,224624,1306381107.0,72,1711018.0
2016-02,10643,7368,87380,788897066.0,6,115525.0
2016-02,179889,135850,6057021,97428347508.0,246998,6675951811.0
2016-02,35334,14365,263809,4542963606.0,1259,169429654.0
2016-02,292703,94420,1233927,1251039985.0,0,0.0
2016-02,2985235,1939496,15231670,146532026495.0,108200,1087983232.0
2016-02,478833,254406,4102573,123143801773.0,280231,1606517714.0
2016-02,3,2,7,253861.0,0,0.0
2016-02,500009,120515,1542264,32771847946.0,0,0.0
2016-02,38,17,39,248320.0,6,26000.0
2016-02,1379239,634840,11761720,144655939512.0,96,2466468.0
2016-03,654968,484921,34829461,575641015583.0,1411256,48394101218.0
2016-03,6915758,3610032,147013458,1820996519522.0,4002725,77162708624.0
2016-03,126221,5201,0,0.0,186201,3608340511.0
2016-03,44441399,15121589,151242006,85846227529.0,0,0.0
2016-03,284506,68254,1256660,16168084656.0,0,0.0
2016-03,621860,169169,1716145,15966237757.0,0,0.0
2016-03,65108,22721,817339,20714586998.0,27839,2036655146.0
2016-03,612483,286613,6584367,49062919941.0,1147,29054363.0
2016-03,5741210,2227352,26413476,187742146011.0,656,21133992.0
2016-03,1298808,612567,11662928,144583253279.0,99,4191409.0
2016-03,467394,254954,4239196,124375416453.0,253119,13665448675.0
2016-03,18928,12118,197048,1572158429.0,0,0.0
2016-03,177113,132816,6236000,99137700409.0,278484,7126132965.0
2016-03,8339098,3003006,36742423,217188095555.0,0,0.0
2016-03,3182059,2036587,16026276,151671950297.0,119537,1165573412.0
2016-03,240202,158734,1403952,9857828271.0,0,0.0
2016-03,383380,131631,1798106,3548607134.0,0,0.0
2016-03,1741475,433464,3169833,19180273385.0,115555,326310331.0
2016-03,83775,83775,23872,150831591.0,1,351.0
2016-03,7136712,3796853,17978472,201195936465.0,76,475507.0
2016-03,42047,1770,3573,39829297.0,529,6138081.0
2016-03,6776,2723,67387,750165377.0,1899,34737331.0
2016-03,52476,28976,1135339,42467886524.0,68828,4433777109.0
2016-03,936521,224442,104913,7598046453.0,0,0.0
2016-03,5917149,3328148,42111137,445255415437.0,126,203187.0
2016-03,152129,87223,2547198,135689468198.0,238207,18428891178.0
2016-03,490341,303223,14311466,228084384808.0,851618,4116840377.0
2016-03,661980,493648,29276731,557164253583.0,1616732,66312490197.0
2016-03,17001,10768,6533,1119165609.0,0,0.0
2016-03,6027257,1269631,10288856,101395569074.0,2768,8965698.0
2016-03,11248137,6390170,142609864,1263486639072.0,1986918,21583591012.0
2016-03,16995,6464,40200,5797997946.0,706,59904806.0
2016-03,7351,3058,107221,444599826.0,0,0.0
2016-03,568271,357623,5618152,71799522157.0,138633,2649750996.0
2016-03,594824,120593,1571423,32228591742.0,0,0.0
2016-03,2442799,1744011,13793567,13340199521.0,119526,81701059.0
2016-03,312240,178488,4250145,42948629366.0,535,12805466.0
2016-03,285829,158607,2609951,19395348799.0,200,5587989.0
2016-03,11392237,7478444,134359733,1282891026826.0,1544878,15046633293.0
2016-03,1625085,656208,12038171,75796159226.0,25,596747.0
2016-03,3249207,1118191,27766892,244755930355.0,0,0.0
2016-03,1324814,803983,20073537,151548712676.0,507,9478182.0
2016-03,226756,204241,4013240,63740846626.0,47387,1768458966.0
2016-03,10056663,6676028,144769559,1634639999804.0,2449812,43116858621.0
2016-03,9831176,6985871,85329729,76687847263.0,44950,128053309.0
2016-03,1313951,133107,203768,26641063012.0,0,0.0
2016-03,4,2,13,227629.0,0,0.0
2016-03,1066490,526331,10566079,81930629858.0,5699,221751738.0
2016-03,3053010,491162,6520742,73751903019.0,44528,437371032.0
2016-03,1511375,758324,13403931,294939649573.0,348741,16562113508.0
2016-03,115337,4043,0,0.0,139492,271280823.0
2016-03,950235,568147,9569272,11509120183.0,184384,3272002717.0
2016-03,33015195,4853453,96566372,50522251850.0,0,0.0
2016-03,6734933,3297249,59146380,377604348925.0,12,189721.0
2016-03,359841,157058,1162,6329400.0,0,0.0
2016-03,84635,31325,269524,2030652432.0,0,0.0
2016-03,1539,921,40865,111383387.0,2862,177697722.0
2016-03,843044,486327,7526003,171723285744.0,220452,989435830.0
2016-03,344708,102259,1643261,21914561005.0,292,1863756.0
2016-03,110533750,36947162,699024502,4130765506491.0,115792,2597518044.0
2016-03,286471,199937,8615459,141522052985.0,360572,9614491287.0
2016-03,8749994,3437232,41202352,388508445388.0,20955,231530637.0
2016-03,1191,769,63461,363391926.0,0,0.0
2016-03,7201915,4458597,124588011,1494179995287.0,2695531,52206269358.0
2016-03,35324,14652,273824,4885707248.0,1141,133716014.0
2016-03,9506,6326,84970,781703688.0,6,96397.0
2016-03,1706265,1092688,31418858,253555161201.0,1951,35707123.0
2016-03,942741,583283,20599903,207202006952.0,503288,12881095833.0
2016-03,129884,66170,55335,49402743422.0,91,801863.0
2016-03,342444,177595,1213402,13518401123.0,12,220028.0
2016-03,30411,14228,661535,17825929326.0,75402,4097816793.0
2016-03,2799679,1691050,18669807,184325911731.0,170698,1651239299.0
2016-03,4805453,3267427,106183972,1382565987659.0,2598546,51485807258.0
2016-03,24324,6411,87438,557444757.0,0,0.0
2016-03,16,0,328,1024535.0,0,0.0
2016-03,16711305,3737697,36595024,368948517039.0,1444,4061849.0
2016-03,6278925,4171235,54457754,684195931476.0,0,0.0
2016-03,44373,9620,220584,1291882365.0,73,1972773.0
2016-03,44762,10754,8683,13806791116.0,0,0.0
2016-03,284096,157176,1065034,1134707507.0,9755,62024829.0
2016-03,12275505,7722591,121836893,962471070763.0,324503,1382890919.0
2016-03,102552503,29911851,498429280,3176011838001.0,86502,113010372.0
2016-03,4012,4012,5004,1799585.0,0,0.0
2016-03,219679,116688,1743858,17159572523.0,4770,228688113.0
2016-04,9553618,6446130,87611075,831258542688.0,73709,192503743.0
2016-04,5307401,3700664,122782848,166431965355.0,3027542,63002464763.0
2016-04,131268,5620,0,0.0,171155,3440290748.0
2016-04,7585380,3822302,47451424,29723313641.0,0,0.0
2016-04,656624,486045,36272554,608099721388.0,1459798,50788528639.0
2016-04,10196708,6937952,156822247,1839492049672.0,2593575,45674228792.0
2016-04,250316,102660,1611439,20996608475.0,0,0.0
2016-04,119538,4396,0,0.0,125339,253397062.0
2016-04,3249145,1162784,32248021,277933532181.0,0,0.0
2016-04,324230,121629,673,3666800.0,0,0.0
2016-04,84262,84262,22805,16068260.0,5154,151629.0
2016-04,37223,10814,184439,1225689058.0,0,0.0
2016-04,5938870,2867856,64219881,428816204512.0,110,1769339.0
2016-04,1046254,527552,11757506,149862686009.0,85,201575.0
2016-04,173536,130708,6405416,104685900452.0,282478,7441902655.0
2016-04,285584,201908,9083947,153652473512.0,381367,10323267613.0
2016-04,519886,249242,6955631,54337355868.0,1200,34665071.0
2016-04,585766,361392,5691845,75227724006.0,136055,2741081421.0
2016-04,1663002,1056297,34414505,292168029957.0,1951,35426943.0
2016-04,599862,182129,1796551,17844646419.0,0,0.0
2016-04,1208018,729619,21368944,168898360702.0,516,9138298.0
2016-04,91440,55480,44807,30213007826.0,56,866673.0
2016-04,363556,193161,1264234,15015323216.0,3,42089.0
2016-04,5993949,1191532,10271742,106665412188.0,2996,9878736.0
2016-04,17948,12189,198146,1649279447.0,0,0.0
2016-04,207121,111251,1862531,1941863595.0,4369,266376081.0
2016-04,32173,14421,703751,19575774952.0,69756,3806618783.0
2016-04,5909915,4594715,130592683,1615648892784.0,2790415,55028612569.0
2016-04,10174,5074,32903,3757336811.0,910,77872148.0
2016-04,6119823,4265895,58233759,76603080374.0,0,0.0
2016-04,53734,30333,1155993,44894033996.0,75193,4828907718.0
2016-04,8519244,3471094,44139030,43874812918.0,28857,297858558.0
2016-04,412676,144593,2038036,40980722484.0,0,0.0
2016-04,713062,557112,34998383,694154624148.0,1826389,76171134405.0
2016-04,2452583,1851735,14510433,146468856529.0,114387,848526054.0
2016-04,967750,207742,94356,676989710.0,0,0.0
2016-04,16,0,294,1080656.0,0,0.0
2016-04,148435,84764,2631625,137906069655.0,263955,19104746742.0
2016-04,17482,11293,6169,10839200933.0,0,0.0
2016-04,6374,2493,67455,771784696.0,2493,61886933.0
2016-04,17,1,1,1107.0,0,0.0
2016-04,1382688,569501,13065325,86150749363.0,37,1526289.0
2016-04,61144,21676,809264,21592591949.0,39878,2377306683.0
2016-04,109868677,29800007,559741278,3721335265057.0,94149,126020547.0
2016-04,272203,158353,2611121,20593182282.0,404,68355735.0
2016-04,8205,3755,85122,836329212.0,4,116318.0
2016-04,1289517,122939,201878,2862910186.0,0,0.0
2016-04,1641837,453595,3853301,24987110622.0,126416,360855008.0
2016-04,11103737,7458656,121920905,995185603295.0,329392,1460948527.0
2016-04,215564,195537,4035982,67208796812.0,49562,1959525213.0
2016-04,9490177,6733326,150642339,1377965225128.0,2036721,22918893097.0
2016-04,11745595,7793929,144951126,1436191489432.0,1624237,16430496988.0
2016-04,924689,540464,9910015,124463203631.0,191426,3426738338.0
2016-04,8173084,4882683,27879116,296795860751.0,1,1.0
2016-04,24506233,5245685,117912420,649538719681.0,0,0.0
2016-04,309061,174798,4531054,48804496104.0,570,1391801.0
2016-04,1284,938,67182,394876153.0,0,0.0
2016-04,3050856,476853,6869492,82372548999.0,47302,492806407.0
2016-04,678786,126106,1697619,33102399174.0,0,0.0
2016-04,34698,14973,272929,5020842393.0,931,81668472.0
2016-04,1001520,489460,11716611,95825414981.0,5651,253870199.0
2016-04,5134514,3716347,155654341,197497125626.0,3855706,82773337962.0
2016-04,1479,885,39300,1119526187.0,3073,165437552.0
2016-04,1082670,737428,13552831,303437787416.0,362426,17298963232.0
2016-04,195313,36390,169786,2199099655.0,731,38557946.0
2016-04,3705,3705,4093,34187657.0,0,0.0
2016-04,444398,249719,4227061,124936253158.0,266719,14610932035.0
2016-04,2759102,1616390,19218544,201095807619.0,170357,1778922038.0
2016-04,84039,30106,274650,2282148624.0,0,0.0
2016-04,5931283,3476920,45024415,510398729164.0,99,141056.0
2016-04,881819,543285,20739791,217598757027.0,653958,14732370692.0
2016-04,302747,88123,1651118,22624168095.0,431,22785446.0
2016-04,265779,152094,1083135,11764321579.0,10981,63278781.0
2016-04,4,3,95,900907.0,0,0.0
2016-04,49267749,16533921,187513730,1123299817482.0,0,0.0
2016-04,464279,293593,14889767,243887683894.0,968336,41734532648.0
2016-04,830362,518003,7996975,186351890417.0,231731,10612266776.0
2016-04,5362369,2311881,28840255,216685746735.0,7023,258095388.0
2016-04,3486274,2224865,17793734,177919337443.0,122233,1265788224.0
2016-04,108009500,37149376,791386430,4880447176518.0,121722,2869883713.0
2016-04,22016,4413,87819,60738013.0,0,0.0
2016-04,43937,8963,239346,1499661972.0,108,2811671.0
2016-04,16802874,3938370,40073997,438208504102.0,2122,476243.0
2016-04,30030,10109,5151,7846779407.0,0,0.0
2016-04,7755,2686,104848,451524747.0,0,0.0
2016-04,255700,160118,1581726,12242607763.0,0,0.0
2017-01,441076,282518,13542457,224815981675.0,910483,44379201932.0
2017-01,963052,502872,11398250,90963685588.0,4974,218767867.0
2017-01,24107,8717,2330,296644361.0,0,0.0
2017-01,8417253,6568745,145991115,1307836355607.0,2185905,23362761415.0
2017-01,4,3,19,232699.0,0,0.0
2017-01,5911704,3977285,52136548,66644530241.0,0,0.0
2017-01,6146,2338,62868,745600842.0,1727,53461479.0
2017-01,164,93,885,19665449.0,41,5133357.0
2017-01,724641,126620,1488316,24183123865.0,0,0.0
2017-01,3664309,2299051,17081251,155094348431.0,127236,1214551546.0
2017-01,587236,319211,5133067,64531194295.0,132582,2517023236.0
2017-01,203456,165728,7012225,114672329607.0,284374,6608104184.0
2017-01,54299,32373,1129333,42399348887.0,73469,4787598471.0
2017-01,255700,160118,1712474,1394065106.0,0,0.0
2017-01,1017551,525736,11035199,136791442416.0,131,3760846.0
2017-01,34237,14528,251287,4583136358.0,647,5560475.0
2017-01,108786190,37414713,751949288,4483390635792.0,123260,2809865591.0
2017-01,438091,247285,3744176,104451729125.0,221802,12020525827.0
2017-01,5716384,2945830,60644147,396970558743.0,96,1336603.0
2017-01,9997864,7150143,154122901,1730065776789.0,2786576,45613375884.0
2017-01,4094426,459853,6247393,73110932763.0,44667,445125431.0
2017-01,1179261,744814,20313517,157024386121.0,593,8759503.0
2017-01,11657192,7565978,114762677,935754966032.0,340577,149231352.0
2017-01,5124207,2348810,30286038,234169439869.0,17806,406427154.0
2017-01,2994637,718211,1598448,12491616215.0,203562,5603099619.0
2017-01,122073,3970,0,0.0,142888,2576627236.0
2017-01,791580,497435,17000273,176200764273.0,466140,12657911957.0
2017-01,16843215,3813604,37568648,381998593958.0,1766,506451.0
2017-01,5663049,4492407,123997317,1505928282951.0,2870004,53484393157.0
2017-01,402594,153065,2067730,4315840030.0,0,0.0
2017-01,116729,99047,4686222,74532087426.0,184314,4352084432.0
2017-01,5930887,3385482,42531734,461982558646.0,32,5169.0
2017-01,253314,144893,1042737,10965775198.0,11424,74282452.0
2017-01,147551,84061,2166696,115523301357.0,209799,16839403065.0
2017-01,4914769,3717061,123218070,1644368122731.0,3349124,6683868997.0
2017-01,43349,8383,207369,1273541829.0,76,2581446.0
2017-01,309623,178051,4428412,4586116118.0,598,17050132.0
2017-01,112938020,29411738,532320411,3449865936435.0,109110,1219303827.0
2017-01,77867,22337,247514,2008928057.0,0,0.0
2017-01,995,237,115,10056634.0,0,0.0
2017-01,10017946,6227580,80660037,737125443405.0,27023,123518822.0
2017-01,244653,127807,1773460,21970593293.0,0,0.0
2017-01,655946,485377,35210122,589730635039.0,1535381,52974022774.0
2017-01,54174737,18180096,214090562,1234074343877.0,0,0.0
2017-01,37506,11005,168673,1117648228.0,0,0.0
2017-01,12253364,8509285,140574970,1346294592475.0,1755982,17272339765.0
2017-01,18,18,21,192332.0,0,0.0
2017-01,7857721,4184480,50975464,310304190499.0,0,0.0
2017-01,2389356,327672,132882,10291478118.0,0,0.0
2017-01,1652376,1076421,33529197,278227031369.0,1771,32314815.0
2017-01,8017298,4620843,26312936,276011656393.0,1,1.0
2017-01,370218,96065,913246,11926435663.0,6117,249597228.0
2017-01,199687,186800,3575796,57651968196.0,57748,1707106624.0
2017-01,134308,4919,0,0.0,192009,3531288718.0
2017-01,58186,20666,775134,20642939188.0,30024,2117760291.0
2017-01,7194,3180,98308,425663832.0,0,0.0
2017-01,4733187,3581430,148819566,1871592411311.0,3957278,81427449724.0
2017-01,264574,148100,2381375,18072744805.0,388,59048816.0
2017-01,495330,256533,6542741,49902984647.0,1098,29555123.0
2017-01,1218566,136098,199472,26300600241.0,0,0.0
2017-01,7645,3952,22104,1638118076.0,553,50448974.0
2017-01,677017,187503,1611532,15300281813.0,0,0.0
2017-01,17072,12799,180288,1428994322.0,0,0.0
2017-01,284731,87061,1528116,19600503672.0,329,21943596.0
2017-01,1067402,747131,8226959,18740640486.0,256292,1133548979.0
2017-01,887550,468450,9088028,110348701219.0,189517,3314635473.0
2017-01,1303912,582511,12182344,78359422361.0,31,923771.0
2017-01,1677580,459816,3401646,2127523282.0,82959,224794809.0
2017-01,1433,850,39137,1097431609.0,3460,256742631.0
2017-01,756794,598452,36904295,709168314052.0,2192174,87467141351.0
2017-01,21403,4406,82420,562231878.0,0,0.0
2017-01,9034257,3404099,41334941,393070380462.0,36836,345011908.0
2017-01,371855,208260,1085372,12647185358.0,9,297155.0
2017-01,2603232,1908742,14958734,146643308936.0,130231,942516217.0
2017-01,18023,11715,5552,9444473802.0,0,0.0
2017-01,64950,41571,32553,15373213055.0,82,2963463.0
2017-01,5988786,1151206,9004357,90279783271.0,2903,9520104.0
2017-01,572357,149224,1650248,7149897262.0,0,0.0
2017-01,7576,4048,80522,760979581.0,4,169703.0
2017-01,3261089,1408258,30465857,250540287309.0,0,0.0
2017-01,202848,112755,1837723,18352189146.0,4362,21977598.0
2017-01,21331290,5080759,113408802,597609963844.0,0,0.0
2017-01,1056896,688508,12742637,283411220024.0,357830,16943905759.0
2017-01,16,0,268,965285.0,0,0.0
2017-01,2722654,1506811,17323224,173454018298.0,165118,175566679.0
2017-01,3428,3428,3074,9267358.0,0,0.0
2017-02,827279,232718,3179173,13379977985.0,0,0.0
2017-02,16227,11136,177599,1384534826.0,0,0.0
2017-02,5012103,3780820,130843354,1708023110483.0,3694036,7439184759.0
2017-02,109760964,28189489,514813677,3256324212164.0,121972,1250958731.0
2017-02,18887,12170,6198,10846876646.0,0,0.0
2017-02,434874,276310,12276844,207903021368.0,831798,37348360282.0
2017-02,8315697,4280924,55505857,334275684652.0,0,0.0
2017-02,1101061,749459,19950527,150946197468.0,390,5227597.0
2017-02,669541,190134,1794270,16804942883.0,0,0.0
2017-02,12035,6799,1931,2439134312.0,0,0.0
2017-02,436893,258217,6462568,48556585226.0,814,20637245.0
2017-02,3188,3188,2285,6101385.0,0,0.0
2017-02,923577,640193,13059639,285786448073.0,406702,19295821187.0
2017-02,1002943,516136,10761248,132033799662.0,91,2757069.0
2017-02,3857969,2380163,18426402,166374238831.0,134928,1222283585.0
2017-02,1411,822,35999,1058399161.0,3014,196329817.0
2017-02,9270431,3444478,44217237,415919520419.0,48961,437015231.0
2017-02,665429,490995,36179468,597692800156.0,1641538,54021596342.0
2017-02,248057,139074,1076220,10856144051.0,11892,76106947.0
2017-02,42978,7958,196150,117842111.0,56,1851158.0
2017-02,2718162,1946175,15712250,145646204071.0,153964,1137611489.0
2017-02,532496,304156,4770639,58580794185.0,110786,1986633615.0
2017-02,42798,28054,27988,12584907365.0,152,3295488.0
2017-02,309808,180107,4478326,45303870978.0,394,866610.0
2017-02,203925,163888,7282296,116095463495.0,296886,7042899854.0
2017-02,4679869,3504529,151582257,1871610170991.0,4339242,90828733294.0
2017-02,197589,179847,3383983,54321794355.0,46943,1609382913.0
2017-02,3014260,683479,1204630,22092774957.0,214656,6082622911.0
2017-02,2673454,1430449,18094429,180884429729.0,166822,1776884849.0
2017-02,60780,36057,1348101,49592996554.0,95399,6524427738.0
2017-02,16,0,162,650861.0,0,0.0
2017-02,5956536,1056185,9187994,91494878488.0,3203,10563149.0
2017-02,6113,2193,47974,602020654.0,1450,31834322.0
2017-02,783162,443590,8916903,105716726464.0,165942,2733350427.0
2017-02,12592921,8797849,149764648,1408551815097.0,1892929,19276672882.0
2017-02,106663344,37711423,773355049,4574763488894.0,119158,2649680174.0
2017-02,7020,3325,127098,478701636.0,0,0.0
2017-02,21070944,5574011,114795781,634409603415.0,0,0.0
