AnoMes,qtdCartoesEmitidos,qtdCartoesAtivos,qtdTransacoesNacionais,valorTransacoesNacionais,qtdTransacoesInternacionais,valorTransacoesInternacionais
2018-03,1725430,1137542,39103660,316175311909.0,1739,29025947.0
2018-03,444409,188239,4123757,5074446365.0,0,0.0
2018-03,520119,270667,4868185,126993166083.0,345515,19451488367.0
2018-03,1100951,253759,1318,118681194.0,0,0.0
2018-03,1249968,831956,25388364,185795334584.0,574,7932977.0
2018-03,948695,494609,10582792,12146157523.0,97941,2177072442.0
2018-03,4825559,3770297,152607281,1970053192488.0,2971519,82763714507.0
2018-03,5367802,4134935,138431679,1630853734755.0,2094849,57886851399.0
2018-03,10891767,4817895,88405322,537622076445.0,0,0.0
2018-03,7891809,5892273,163420086,1441006471665.0,1478092,25111112955.0
2018-03,990,717,2020,42425856.0,0,0.0
2018-03,25158334,7605205,180946681,969809597012.0,0,0.0
2018-03,13375974,9429275,185087758,1732983052157.0,1413099,23033107416.0
2018-03,1307869,155206,286643,6227815879.0,0,0.0
2018-03,504,35,173,1412177.0,1,62625.0
2018-03,1667,120,44,95440703.0,0,0.0
2018-03,4126494,391468,6586746,78773074799.0,24324,420234063.0
2018-03,793404,526486,12700704,292771726387.0,338275,22651659517.0
2018-03,319185,219611,404981,5929493893.0,49,576678.0
2018-03,109228098,39911310,921354404,5371907330336.0,147669,3216429627.0
2018-03,991057,539598,12325126,79524532587.0,22,56886.0
2018-03,819775,478955,11394698,89698789572.0,4881,144894997.0
2018-03,40996,5896,167222,101821030.0,60,212650.0
2018-03,1312743,1067297,72444082,1360985882464.0,3462873,169133451644.0
2018-03,3277910,1596161,36367627,307326351465.0,0,0.0
2018-03,509292,214274,3483688,41965671732.0,37418,854306076.0
2018-03,4862580,2588514,57719159,374711559539.0,179,2199478.0
2018-03,23629,14353,21198,12399147949.0,186,9649114.0
2018-03,1074,2,2,150.0,0,0.0
2018-03,8685132,5539542,111949498,923734252259.0,185514,1426982066.0
2018-03,198096,26552,344374,4233183501.0,0,0.0
2018-03,362831,199795,5244440,52325005297.0,430,10572136.0
2018-03,1097080,405405,6331777,63294515685.0,6366,235164899.0
2018-03,165628,7327,506,3506616.0,206293,4456010786.0
2018-03,5826088,3381635,28064912,238380105226.0,87070,1107507532.0
2018-03,24252,17699,2236566,120365802289.0,214309,17654711334.0
2018-03,112734,95824,4781458,76451733051.0,150398,5242643749.0
2018-03,113584,78255,2530898,91102397632.0,206895,12190955939.0
2018-03,81336,75346,64307,1442859899.0,79863,3311439312.0
2018-03,838534,446847,10514042,13334968914.0,92,2837455.0
2018-03,1419919,588802,10096355,111388137085.0,48391,172453533.0
2018-03,4895,179,1426,15123181.0,0,0.0
2018-03,8707260,5446778,79633798,729106145676.0,26680,201013072.0
2018-03,16319,2580,30372,8712974003.0,201,9783389.0
2018-03,448344,416745,243154,7382941057.0,758611,24097223591.0
2018-03,4053358,3443137,2645567,2553607477.0,211869,6687873859.0
2018-03,1706295,1273095,12822219,39053047273.0,0,0.0
2018-03,11492729,4619101,55217628,511683109025.0,92880,1086160529.0
2018-03,4736,87,123093,665548151.0,0,0.0
2018-03,149571,4386,0,0.0,177414,347509784.0
2018-03,222334,43415,55164,165867548.0,39613,125695403.0
2018-03,4023541,2017628,29370088,317606081708.0,129123,2146914293.0
2018-03,584442,156045,2129159,19879009268.0,0,0.0
2018-03,7765678,4066020,23408132,157439344737.0,0,0.0
2018-03,54279234,20761084,259293111,150203511450.0,0,0.0
2018-03,3620451,2296160,18959722,176370940059.0,82822,983143663.0
2018-03,6629377,1184263,11185805,129742909294.0,1577,7153833.0
2018-03,55059,13616,220691,1630187439.0,0,0.0
2018-03,84649,84649,1049125,8299853991.0,0,0.0
2018-03,13574825,9596121,229132672,239189865241.0,2358145,55326997857.0
2018-03,526203,269715,4937831,3776956927.0,2557,63304553.0
2018-03,1139191,878192,4202453,51586065434.0,66021,1870416924.0
2018-03,261236,66729,1138328,14771562303.0,220,11127952.0
2018-03,163119,149317,2869423,46417314742.0,39772,145814198.0
2018-03,1284076,954458,12208617,282980535696.0,297814,17285841882.0
2018-03,1316719,384708,3963288,53571393568.0,0,0.0
2018-03,74,47,847,13016329.0,0,0.0
2018-03,7390,3743,144650,578914487.0,0,0.0
2018-03,17585,12743,108514,2269327915.0,32564,2296037554.0
2018-03,27865,9776,87283,10471032473.0,0,0.0
2018-03,766692,561973,43218426,718428629172.0,1525854,72031291993.0
2018-04,1628,32,47,60143331.0,0,0.0
2018-04,32070,10911,107388,12867054295.0,0,0.0
2018-04,153500,4664,4018,19350877.0,138512,2768785612.0
2018-04,3152847,1772754,24673181,229324909969.0,20350,437413036.0
2018-04,4766,94,1327,13126641.0,0,0.0
2018-04,14205206,10277707,206428449,1992347502384.0,1529920,25426113671.0
2018-04,8379005,3371719,47020117,49650905270.0,204278,3228907017.0
2018-04,11973850,4840332,61801762,595249309855.0,100412,1285251678.0
2018-04,54069,13213,238715,1837025572.0,1,1575.0
2018-04,4446257,3330961,62094291,861947333543.0,0,0.0
2018-04,11006532,2494430,25987990,184124095296.0,288297,4313042282.0
2018-04,110411439,41622045,1066720834,6431370689417.0,157070,3717477043.0
2018-04,213114,137399,2896950,3608786430.0,26857,43988060.0
2018-04,156777,143505,2768009,44351814642.0,35075,127081228.0
2018-04,6252,5843,747955,1574110540.0,39826,185691220.0
2018-04,698105,430093,10664823,14194678280.0,105701,218765280.0
2018-04,384337,211579,6152193,63609287456.0,427,10738583.0
2018-04,531493,289066,4927814,141584118424.0,364874,20804385938.0
2018-04,1417788,1070136,13911647,327726201526.0,317811,17481844792.0
2018-04,130929,27839,358876,2617379328.0,76,2246506.0
2018-04,2880467,1847447,618796,34748842992.0,176153,5433266657.0
2018-04,813062,471187,12086077,99370451505.0,5265,167379784.0
2018-04,568188,56325,219107,2887077744.0,0,0.0
2018-04,1282461,408475,9459558,66397108862.0,1110,28617646.0
2018-04,291064,63036,1367652,15640063135.0,254,14044497.0
2018-04,10665624,5159860,35549828,271752964205.0,0,0.0
2018-04,11249524,5082505,107817447,673096579414.0,0,0.0
2018-04,23321,17110,2772088,154955661838.0,278028,24351510271.0
2018-04,87358,87358,1276333,10441557931.0,0,0.0
2018-04,166203,4655,0,0.0,157917,3292720654.0
2018-04,4717923,2959242,33615555,350959959601.0,182912,2694341377.0
2018-04,95383,26752,316596,1918748766.0,0,0.0
2018-04,3298985,1640680,41865013,356763104636.0,0,0.0
2018-04,1094851,849371,4485769,56008464994.0,63493,1794891011.0
2018-04,1724154,1134094,43080218,362852020582.0,1518,26820363.0
2018-04,24936707,8284040,221428045,1228089940041.0,0,0.0
2018-04,8769249,5522348,83526375,795127139058.0,24894,197546401.0
2018-04,6,6,3880,2251007.0,0,0.0
2018-04,6875906,1371167,12697169,14950070816.0,1215,5467417.0
2018-04,599,5,114,12409808.0,1,38822.0
2018-04,3349072,1956013,3139652,42140616436.0,5,38064.0
2018-04,16100658,2905898,44883905,457063494903.0,333,1721744.0
2018-04,2897146,486694,1231325,6502832209.0,2674830,3181334209.0
2018-04,8692332,5551878,119665243,995721220531.0,203203,1687895701.0
2018-04,28190,13954,286240,5351808169.0,2095,246730355.0
2018-04,1085308,9615,191308,1552795895.0,0,0.0
2018-04,1170,735,3526,14085050.0,71,530333.0
2018-04,64675,23974,348984,4505426871.0,0,0.0
2018-04,515286,307581,3978178,40338768872.0,29641,361933878.0
2018-04,512228,217923,3507998,43774312231.0,31782,753153733.0
2018-04,15216,3024,30977,866247981.0,207,7580115.0
2018-04,2353,2246,269397,559696010.0,18084,75933780.0
2018-04,1245928,826704,28255290,213813544806.0,495,645601.0
2018-04,1845218,1406027,9870831,52425325296.0,85,124207.0
2018-04,1556899,690813,12503060,139510197109.0,59097,2006533328.0
2018-04,1531824,176073,934424,66822011794.0,45,90359.0
2018-04,1304719,384031,4764033,31545663561.0,0,0.0
2018-04,1498238,1244880,87769495,1661842337929.0,3573482,17182832513.0
2018-04,230904,36916,56498,169421899.0,36207,11184515.0
2018-04,4696491,2352476,50343294,415061905824.0,56776,185424300.0
2018-04,140942,89349,3354451,5084638960.0,57233,205454250.0
2018-04,8331607,6255328,177413997,1610970748285.0,1403661,24352644128.0
2018-04,5237159,2746254,71164623,46430015082.0,373,5160921.0
2018-04,1021562,458186,2708853,26724105294.0,0,0.0
2018-04,946276,653580,22742581,348853763886.0,363693,2332965422.0
2018-04,285661,189477,7725318,11757794850.0,147543,453164720.0
2018-04,110624072,29841024,611787658,4162377368247.0,102800,1136098293.0
2018-04,5778676,4550597,153236027,1856469175728.0,2001589,5449551745.0
2018-04,4895255,3919660,164587690,217205674812.0,2818162,7834457059.0
2018-04,491859,399085,4260778,85558819747.0,172763,9666222122.0
2018-04,4575968,3418170,176689193,222769136056.0,2954027,89524612657.0
2018-04,382324,280156,12205780,194163561735.0,341788,12557840376.0
2018-04,24174,14530,22132,12189438805.0,87,7849564.0
2018-04,14594417,10670776,262606603,2802817031166.0,2270473,52203775496.0
2018-04,1049638,515839,14157476,18106831776.0,1210,34450872.0
2018-04,2065676,775200,9981205,78314063934.0,22852,199836876.0
2018-04,4137986,385383,7007282,87669070191.0,24374,453566527.0
2018-04,161280,30474,110023,883890893.0,110,3755157.0
2018-04,13600,11019,101405,732185157.0,36,200271.0
2018-04,40703,5571,171836,108691050.0,62,163610.0
2018-04,1619002,648992,13351300,155525093528.0,123250,286066288.0
2018-04,1367,717,6103,27510191.0,0,0.0
2018-04,38309,4888,43977,676425967.0,315,12026496.0
2018-04,9097645,4412800,74504252,84655027308.0,0,0.0
2018-04,41308,29509,597706,9294149684.0,23871,891712414.0
2018-04,4681,107,12217,1330353911.0,0,0.0
2018-04,447900,219492,452896,6590978095.0,69,257876.0
2018-04,477411,206998,4967685,62454419196.0,0,0.0
2018-04,388390,160204,3193321,64882253797.0,4,126165.0
2018-04,823503,631883,48750445,824583394844.0,1503965,71687377092.0
2018-04,55798024,21763978,306391923,182983130620.0,0,0.0
2018-04,128495,87379,2896263,96926676583.0,226759,13197510988.0
2018-04,982850,531604,13789713,91813678517.0,52,1978203.0
2018-04,210265,117196,2125020,21603578323.0,4677,209213001.0
2018-04,6944276,3637605,31299645,278551145472.0,86294,1137001434.0
2018-04,110131,94595,5029172,83422397349.0,158435,5540081251.0
2018-04,70,37,775,12324188.0,0,0.0
2018-04,220750,92461,2285356,20290309991.0,1765896,24308785257.0
2019-01,22596,16475,523207,22626393353.0,25701,2509021643.0
2019-01,3857082,1503318,22280935,262006281272.0,89285,3307560726.0
2019-01,5887380,4569534,145366495,1741054708322.0,2040961,55654734498.0
2019-01,286529,180901,7306675,10782657030.0,146412,435660760.0
2019-01,1973661,1512969,11473124,45148090602.0,47,177084.0
2019-01,12940784,5398403,77775766,692236341384.0,27612,21171003.0
2019-01,60945,28490,105628,93611016.0,2978,50125863.0
2019-01,138449,83482,3140170,4593380690.0,57795,156991010.0
2019-01,506238,221868,4804487,58017112718.0,0,0.0
2019-01,244705,36279,182755,928328991.0,148216,2816908492.0
2019-01,1729718,1134794,38598341,315115337875.0,1466,23593871.0
2019-01,12449495,4972002,59012915,543995651279.0,108958,1364486667.0
2019-01,1714,1229,25826,67543870.0,907,5033800.0
2019-01,14684751,5391601,114475964,921697203862.0,188982,1758805927.0
2019-01,20848,99,85,352974.0,0,0.0
2019-01,14,9,82,888909.0,3,33505.0
2019-01,17605077,12604971,283403543,2781112949265.0,2601952,56300960835.0
2019-01,870394,669664,47628085,812127953152.0,1702021,81594916452.0
2019-01,115381,99233,4604024,74730286277.0,162215,5699618979.0
2019-01,1081453,6752,123970,945641061.0,0,0.0
2019-01,9,6,59,28963.0,0,0.0
2019-01,4735,88,1326,12352808.0,0,0.0
2019-01,169331,3873,0,0.0,167132,3323027432.0
2019-01,111655211,42413820,1045379615,6165615230371.0,180586,438625744.0
2019-01,2081346,731960,8304076,59221029578.0,21013,197746307.0
2019-01,97307,23475,266792,1523161376.0,0,0.0
2019-01,46,33,134,2379714.0,0,0.0
2019-01,33576,1636,68365,43216860.0,63,216570.0
2019-01,209882,127098,2749957,3309336880.0,24929,42314030.0
2019-01,9149568,4373290,70727684,777533321708.0,0,0.0
2019-01,106898916,29876746,560707848,3635637278157.0,65741,952458332.0
2019-01,9226783,6562658,168166652,1506468660325.0,1446233,24373538037.0
2019-01,6926496,1297270,11055900,12039957122.0,1584,8233215.0
2019-01,1740385,193634,930895,6266287735.0,24,2040.0
2019-01,4085051,3023122,2321005,26779955838.0,66430,2030672139.0
2019-01,511104,210314,3187860,38187330959.0,31925,726496325.0
2019-01,387027,162105,3194474,65428813812.0,44,871062.0
2019-01,3940827,491720,1243378,6219763227.0,2641895,30731517179.0
2019-01,256290,57576,784455,5582917439.0,205,4314779.0
2019-01,1403158,385282,4059379,25885014957.0,0,0.0
2019-01,11515179,5187788,96443720,58676656010.0,0,0.0
2019-01,487289,392051,12396392,295936556404.0,686334,4743115477.0
2019-01,124446,91365,2859761,94590738259.0,178151,11786985841.0
2019-01,713305,420590,10198225,13148850970.0,102138,213461270.0
2019-01,26252927,8163636,205917823,1097714373405.0,0,0.0
2019-01,3753115,1923225,3331688,20944123902.0,13,20509.0
2019-01,804957,460790,10611195,83855851415.0,4927,160907915.0
2019-01,6376182,3449350,46393419,471955347038.0,212220,3358661867.0
2019-01,1732462,520077,13946405,78109636077.0,1215,2809746.0
2019-01,582,4,132,1882931.0,0,0.0
2019-01,1636827,1351903,88834823,163162703397.0,4097675,192790713766.0
2019-01,6814,6361,769364,1578637230.0,48138,210067390.0
2019-01,4637,969,33232,238305662.0,0,0.0
2019-01,10414962,4833596,36017944,268396251323.0,0,0.0
2019-01,569981,48144,158969,2134239654.0,0,0.0
2019-01,1015363,696062,14993519,365684930109.0,399661,26357045046.0
2019-01,3421823,1729346,39880159,328826206621.0,0,0.0
2019-01,4750725,3508817,168025052,210544286611.0,3023317,92416881364.0
2019-01,1574,34,26,26358473.0,0,0.0
2019-01,4946794,2956994,32065107,33328571114.0,184303,2679629016.0
2019-01,58054116,23148848,322425498,1850386844816.0,0,0.0
2019-01,32399,16569,404701,11968325355.0,18216,2004717468.0
2019-01,1061113,494922,12860506,158794277596.0,1546,50047068.0
2019-01,828760,454697,2494504,23881343455.0,0,0.0
2019-01,11898610,2599132,25872907,182814940479.0,299096,4424471634.0
2019-01,972466,522752,11964014,77308534592.0,63,1692847.0
2019-01,398266,219177,5700293,56341670553.0,467,1093475.0
2019-01,40696,6414,62043,856932073.0,458,14512681.0
2019-01,432,239,2884,43358739.0,0,0.0
2019-01,1,0,13654383,154462826971.0,0,0.0
2019-01,33241,11960,134013,14622953054.0,0,0.0
2019-01,211226,115589,1931664,18661589598.0,5099,212948709.0
2019-01,388800,278960,11237055,174904019228.0,343189,12745257524.0
2019-01,326414,83058,1796104,17275586751.0,257,13778322.0
2019-01,305682,110124,2033348,17246915057.0,1747041,24577714958.0
2019-01,24601,14589,22710,10100828386.0,166,18406091.0
2019-01,1276084,827635,25089981,184126219736.0,527,6779966.0
2019-01,531114,295144,3833420,37798668714.0,28573,337838854.0
2019-01,5072859,4020272,155670326,1993002469448.0,2846325,7804588255.0
2019-01,6433042,3587463,28974271,240765049308.0,89668,1144102134.0
2019-01,4152935,384269,6618835,79891445316.0,22642,459225907.0
2019-01,1515381,1140133,14275322,328652101722.0,322177,18027360057.0
2019-01,5145456,2549409,52269172,430181543371.0,76255,2300540478.0
2019-01,1642452,644594,12558573,141518257672.0,120529,2752124243.0
2019-01,16017044,2760807,38999434,371195937351.0,175,1915909.0
2019-01,130672,117605,2337022,130382160616.0,222858,20639610986.0
2019-01,539164,290955,4372389,114437582688.0,291730,17719384266.0
2019-01,14029,10752,79481,557432372.0,39,160017.0
2019-01,933716,818311,14402558,215591830972.0,292791,11169018055.0
2019-01,329137,107462,760476,3149413329.0,0,0.0
2019-01,14896,3044,25487,5801853289.0,198,8166577.0
2019-01,14841610,10349738,198774961,1849051971294.0,1512949,25460357419.0
2019-01,3587637,2076149,29271720,260743449676.0,33057,944698669.0
2019-01,19,3,11,9644.0,0,0.0
2019-01,43466,29300,591535,9531038724.0,24813,972811612.0
2019-01,386903,197729,106440,2568359643.0,145,2135396.0
2019-01,4280133,3130375,54473061,745673489019.0,0,0.0
2019-01,54540,12908,193928,143718222.0,0,0.0
2019-01,2351,2191,260958,524895160.0,18298,73489930.0
2019-01,5800200,2976046,68046726,430324581259.0,650,6616959.0
2019-02,6510320,3243863,76122540,464046984937.0,458,4417416.0
2019-02,1770203,1446000,102882125,1833322825077.0,4175122,188790298781.0
2019-02,60453989,25731886,350946063,197055950815.0,0,0.0
2019-02,14137,2463,18030,1056765663.0,209,6749777.0
2019-02,4577035,2276542,34193335,299375788125.0,34856,878242589.0
2019-02,15493165,10730559,220024989,1973601308688.0,1478857,2537355694.0
2019-02,211258,127544,2956021,3405271290.0,38108,45911370.0
2019-02,4945958,2548271,57166151,461468578476.0,59157,1681362471.0
2019-02,424892,231752,6224375,59842582262.0,356,7081408.0
2019-02,485662,387777,11575521,259639550401.0,637999,42140252695.0
2019-02,5900751,4562757,153199183,1759976557271.0,1964359,53209310954.0
2019-02,39,28,75,201393.0,0,0.0
2019-02,2218245,1656172,13205082,49460903715.0,92,391284.0
2019-02,542876,239382,5318533,62935818451.0,0,0.0
2019-02,21947,15278,527817,2236886012.0,27046,2844681355.0
2019-02,12929805,5152080,65435520,588696322899.0,109653,1460967738.0
2019-02,5236779,4175041,177099708,2129865512625.0,3050136,8044064730.0
2019-02,579464,145685,1598182,14395039674.0,1702780,24392308823.0
2019-02,45691,28449,638230,10123032289.0,24884,880379318.0
2019-02,13454781,5296965,80999154,704562860632.0,32135,234646193.0
2019-02,519124,210586,3335160,39112378363.0,30000,671062739.0
2019-02,6961266,3672755,53874790,54192907074.0,224842,3565699657.0
2019-02,129091,93803,3501347,11516652762.0,262872,15021658719.0
2019-02,139045,83627,3340543,4691232000.0,69646,148428520.0
2019-02,4161295,3061403,58191619,767501839338.0,0,0.0
2019-02,361529,104701,1103036,6068132101.0,131780,234285812.0
2019-02,3441546,1772483,40247657,330861802067.0,0,0.0
2019-02,391237,166266,3536579,70903304223.0,83,3041112.0
2019-02,12826,10584,77301,555338348.0,52,209652.0
2019-02,2352,2192,283808,569189500.0,19260,73489930.0
2019-02,1080825,6511,123917,946814066.0,0,0.0
2019-02,9562220,4827659,78459613,852384333266.0,0,0.0
2019-02,1108914,501392,13916242,190266435064.0,1560,42493189.0
2019-02,9328457,6580530,178516796,153730586891.0,1403335,23731160853.0
2019-02,1746619,1136005,39789902,316223990017.0,794,13547704.0
2019-02,399530,275121,18737914,222968488155.0,0,0.0
2019-02,287211,181047,7857358,11176299300.0,147113,435496060.0
2019-02,4170849,2035231,4167449,53120029515.0,12,22716.0
2019-02,958,258,2165,66995867.0,2,1322.0
2019-02,19,4,6,4645.0,0,0.0
2019-02,40053,6850,74924,1046832191.0,277,9629134.0
2019-02,12142654,5313494,100461006,599980244205.0,0,0.0
2019-02,1550667,594365,6613190,27753787717.0,0,0.0
2019-02,1581779,1187761,16160287,365696893644.0,352227,19984922829.0
2019-02,542261,304205,4375911,42299458486.0,43913,36282097.0
2019-02,884523,673415,51488561,856545368435.0,1721349,81932067169.0
2019-02,113338832,43321556,1040074585,6053222684149.0,170455,3601800232.0
2019-02,963426,514294,12150961,77199321233.0,48,1057856.0
2019-02,36200,18667,490156,15343639972.0,17392,1937226098.0
2019-02,571313,42183,134405,2069553104.0,0,0.0
2019-02,715331,421133,11078516,13881644530.0,105178,217899570.0
2019-02,404224,283826,12337427,187781099545.0,323127,11553224636.0
2019-02,4596,905,31857,229624807.0,0,0.0
2019-02,13436616,3163553,32415058,236070474491.0,323513,4801691794.0
2019-02,368478,83870,2150424,18783712151.0,260,14075698.0
2019-02,4195299,388545,7056556,82199075259.0,23291,432736332.0
2019-02,898376,649580,12928615,18128466071.0,276841,10155445702.0
2019-02,4180750,3029736,2103689,24889294797.0,80030,2416688853.0
2019-02,2506005,717360,19303838,113586832567.0,20748,410783769.0
2019-02,4947247,3012886,34318639,342164122713.0,186687,274896473.0
2019-02,104690548,29460595,557576216,3653721642433.0,68763,843962197.0
2019-02,55136,12668,190384,1375417853.0,1,11687.0
2019-02,33433,1563,48710,29384220.0,7,23290.0
2019-02,2194865,2140908,4042855,89562475894.0,0,0.0
2019-02,116310,98510,4837265,76126025251.0,152441,5126933823.0
2019-02,583525,298926,5387822,14636027847.0,408777,22148435067.0
2019-02,1511,32,30,18680754.0,0,0.0
2019-02,35086,13169,138169,13950839774.0,0,0.0
2019-02,571,3,192,8014752.0,2,106947.0
2019-02,27425901,8686703,216389642,1133838889352.0,0,0.0
2019-02,4286291,1767113,28531591,312531939064.0,94890,2812620023.0
2019-02,1055785,705412,16466452,394278426591.0,432748,2921993463.0
2019-02,20734200,15184613,362475713,3265016157029.0,3010019,60739419866.0
2019-02,15786155,2692712,43753189,40911225148.0,485,2867923.0
2019-02,830377,469776,11186860,88556873231.0,17757,520646421.0
2019-02,1018270,468932,2535900,2487420675.0,0,0.0
2019-02,98901,22646,292108,1661570756.0,0,0.0
2019-02,904,244,1688,27077294.0,4,67155.0
2019-02,5152401,380608,774865,4677035847.0,2255108,27315561907.0
2019-02,1769505,218917,999929,68778980026.0,16,163875.0
2019-02,1365849,844560,26055453,187084362308.0,408,5955868.0
2019-02,6945294,1340563,12937206,137743736587.0,1499,7398202.0
2019-02,4699,81,1111,10812087.0,0,0.0
2019-02,1398725,389630,4110880,25415985569.0,0,0.0
2019-02,383795,197061,109134,2540478487.0,89,1595283.0
2019-02,25013,14662,28014,10675336855.0,181,4502919.0
2019-02,4731091,3487208,176904966,2143831427761.0,3027306,91911458826.0
2019-02,15392573,5690388,121660870,942426288484.0,214656,1924600516.0
2019-02,3285,2143,46468,115481090.0,1612,10088990.0
2019-02,121031,108783,2726120,151176952858.0,275604,24676850186.0
2019-02,729,492,6180,62241285.0,0,0.0
2019-02,1408088,329583,5775837,45303958494.0,3989,64118471.0
2019-02,50300,24545,55254,49940456.0,130,3067329.0
2019-02,20814,94,117,369896.0,0,0.0
2019-02,6750199,3684733,31269593,260210153405.0,87813,113979350.0
2019-02,249989,134428,2478082,2667972673.0,60704,2566156896.0
2019-02,170447,4092,0,0.0,142109,2761755507.0
2019-02,6815,6362,922898,1876386720.0,71129,217906650.0
2019-02,1695985,672749,14335128,157512711812.0,119445,2665922682.0
2019-02,10245638,5164359,37161848,276213940077.0,0,0.0
2019-03,13210141,5493000,106849871,650884240201.0,0,0.0
2019-03,25411,14560,35768,11688681563.0,204,1413597.0
2019-03,459058,247693,7004579,67252550957.0,386,8416004.0
2019-03,1448,30,30,37918282.0,0,0.0
2019-03,426595,99472,2767129,22120660369.0,206,10908769.0
2019-03,1416317,387538,4448465,27465193789.0,0,0.0
2019-03,4688959,2055563,33288418,366350462332.0,89332,2862435742.0
2019-03,119121,97259,5093575,81578131116.0,158921,539752358.0
2019-03,5093589,3195906,4341394,36689847411.0,103926,2834037376.0
2019-03,381987,192931,108809,2613734172.0,41,769632.0
2019-03,10296813,4977797,38307247,29223078284.0,1,2814.0
2019-03,58297,12415,191703,1409460191.0,0,0.0
2019-03,1799739,239132,1391552,87159978572.0,81,2185933.0
2019-03,28249314,8863882,230093358,1214667592327.0,0,0.0
2019-03,5333685,3141714,36764486,366251061192.0,216029,3127060221.0
2019-03,2971341,830085,22604012,112390412308.0,989,25366133.0
2019-03,404533,174748,3875707,79304777872.0,1110,75852557.0
2019-03,5312072,4101416,190999330,2262713613183.0,3336175,85054713715.0
2019-03,213909,128906,3063230,3600585730.0,49282,48935700.0
2019-03,4804194,3400943,184464632,2237741512565.0,3227089,94861276583.0
2019-03,216544,115163,2105205,2006267494.0,3888,167980029.0
2019-03,783331,436206,10941278,84790284574.0,3576,113577983.0
2019-03,4252936,410148,7420332,87051373791.0,25070,475030955.0
2019-03,1410549,291393,6113455,49401279054.0,5409,130153949.0
2019-03,4524,1049,34493,246091597.0,0,0.0
2019-03,4739234,2172852,37999658,350772704579.0,43708,1440254655.0
2019-03,7871,7241,1029959,2079676130.0,59628,258238130.0
2019-03,4355779,1948664,4528009,40413335146.0,4,166349.0
2019-03,3368152,1929857,15137442,57348026756.0,82,458697.0
2019-03,1697951,1250227,17933204,412393540115.0,383182,21879588955.0
2019-03,471841,384977,11309212,260699002827.0,639453,4427691017.0
2019-03,860259,618335,12814049,178040171433.0,256984,9337098261.0
2019-03,7826590,3653535,90021102,548917710146.0,659,5810212.0
2019-03,2391,2201,296982,592669960.0,21629,80288290.0
2019-03,15809679,10674255,231350843,2086221634494.0,1575991,2709757614.0
2019-03,19,4,4,4590.0,0,0.0
2019-03,55424,2457,1105,23538689.0,9,30020.0
2019-03,11098,9795,71645,540784778.0,27,97585.0
2019-03,3181517,3088804,3958883,80275206176.0,0,0.0
2019-03,12245,2009,18143,1116371242.0,191,6130556.0
2019-03,98943,22712,279654,1552970832.0,0,0.0
2019-03,554261,305485,4633340,45475544252.0,54861,416655311.0
2019-03,587612,305583,5592221,144815173386.0,399679,21965747399.0
2019-03,33,23,56,1911627.0,0,0.0
2019-03,1,1,1,10.0,0,0.0
2019-03,3098932,1281359,18905861,76582132487.0,0,0.0
2019-03,174181,4094,0,0.0,183975,3553375926.0
2019-03,740650,443081,11630593,14662533300.0,118110,240540760.0
2019-03,1179542,539715,15377683,184077431807.0,1952,48773268.0
2019-03,396140,126531,1618904,8670109195.0,169374,3134975864.0
2019-03,4671,73,1068,11341169.0,0,0.0
2019-03,410984,285872,13274633,20178967080.0,352583,12701259757.0
2019-03,3970206,3018390,58469858,792436554987.0,0,0.0
2019-03,13435254,5402465,69301422,630496762117.0,118206,1573074704.0
2019-03,7156729,3977923,59557806,594007931638.0,249947,4003855581.0
2019-03,15574990,5748666,127892796,991712587482.0,244954,2292875485.0
2019-03,571484,37137,124106,1675963041.0,0,0.0
2019-03,13358371,5270107,79940844,706298018163.0,37815,284363863.0
2019-03,6947328,1256303,13086926,141275112808.0,889,4346879.0
2019-03,47874,27382,650868,1073178422.0,27225,972760238.0
2019-03,4796396,2535567,61277580,505036558844.0,70319,2210647022.0
2019-03,9812377,4998399,84606644,927290583168.0,0,0.0
2019-03,7047356,3760316,32716959,275757325119.0,94557,1238085419.0
2019-03,1753757,702301,15586996,172679891714.0,122181,2724264422.0
2019-03,131142,90282,3544560,11147883358.0,258611,1561486644.0
2019-03,587805,261712,5850716,69307462901.0,0,0.0
2019-03,974,711,12481,107586875.0,3,5500.0
2019-03,15511225,2535673,43077176,417364415678.0,332,293656.0
2019-03,9875707,6802431,192121402,1665976235698.0,1518698,2531586026.0
2019-03,425581,425580,27453974,22940821562.0,0,0.0
2019-03,20762,14482,538493,23211272297.0,29058,2724035659.0
2019-03,529975,209894,3477163,4146370268.0,32843,761123831.0
2019-03,33887,5606,75084,1061870287.0,239,7663579.0
2019-03,1080256,6429,124919,965916574.0,0,0.0
2019-03,47249,40748,34412,317486706.0,114,2483361.0
2019-03,114162894,40605508,1140087056,6525027288582.0,171534,3918069126.0
2019-03,1896946,1491726,114833890,2024743410549.0,4935823,217942786635.0
2019-03,1140717,716932,19581422,425914362697.0,458084,30093322198.0
2019-03,535864,161482,2145148,15485921227.0,1613764,2330808678.0
2019-03,7224,4212,88371,2361538032.0,1410,124367707.0
2019-03,957434,505361,12678634,81494586298.0,79,1938909.0
2019-03,33250,1174,49847,30187760.0,17,55680.0
2019-03,1871168,919194,6634113,76717411624.0,0,0.0
2019-03,297171,186023,8208492,11889406570.0,163913,471770370.0
2019-03,121264,109045,2439788,114651684031.0,249398,21576943622.0
2019-03,31987,13899,145366,12836610427.0,0,0.0
2019-03,17164,73,13,30048.0,0,0.0
